Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA
1363748464,GFV8489,NY,PAS,07/09/2015,21,SDN,TOYOT,P,0,0,0,20170502,0088,88,0,361328,TEBN,0000,0958A,,K,,,N/S DEKALB AVE,W/O S PORTLAND AVE,0,408,D1,,BBBYBBB,0930A,1100A,RED,0,1995,-,0,,,,,,,,,,,,,
1363748476,X15EGU,NJ,PAS,07/09/2015,20,SUBN,NISSA,P,0,0,0,0,0088,88,0,361328,0000,0000,1010A,,K,,,S/S DEKALB AVE,W/OF S ELLIOT PL,0,408,D1,,BBBBBBB,0700A,0400P,BK,0,0,-,0,,,,,,,,,,,,,
1363748490,GDM1774,NY,PAS,07/09/2015,38,SDN,HONDA,P,31530,63985,13230,20161230,0088,88,0,361328,TEBN,0000,1026A,,K,F,94,DEKALB AVE,,0,408,D,,YYYYYYB,0900A,0700P,GY,0,2013,-,0,,,,,,,,,,,,,
1363748531,G45DSY,NJ,PAS,07/09/2015,37,SDN,VOLKS,P,56530,47100,64330,0,0084,84,0,361328,TEBN,0000,1230P,,K,F,289,LIVINGSTON ST,,0,408,I4,,YYYYYBB,1000A,0400P,GREEN,0,0,-,0,,,,,,,,,,,,,
1363748579,RR76Y0,PA,PAS,07/09/2015,20,SUBN,VOLKS,P,13430,5280,5430,0,0084,84,0,361328,TEBN,0000,0125P,,K,F,543,ATLANTIC AVE,,0,408,I3,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,,,,,,,,,
1363748580,GXL8727,NY,PAS,07/09/2015,70,SUBN,NISSA,P,13430,5280,5430,0,0084,84,0,361328,TEBN,0000,0135P,,K,F,556,ATLANTIC AVE,,0,408,D,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,,,,,,,,,
1363748592,GXL8727,NY,PAS,07/09/2015,71,SUBN,NISSA,P,13430,5280,5430,0,0084,84,0,361328,TEBN,0000,0139P,,K,F,556,ATLANTIC AVE,,0,408,J3,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,,,,,,,,,
1363748610,ZJJ71P,NJ,PAS,07/09/2015,40,SUBN,JEEP,P,0,0,0,0,0084,84,0,361328,TEBN,0000,0210P,,K,,,W/S BOERUM PL,N/OF PACIFIC ST,0,408,I4,,BBBBBBB,ALL,ALL,RED,0,0,-,5,,,,,,,,,,,,,
1363748622,T80CJK,NJ,PAS,07/09/2015,20,SDN,VOLKS,P,68930,20110,77730,0,0084,84,0,361328,TEBN,0000,0215P,,K,F,250,PACIFIC STREET,,0,408,E2,,YYYYYBB,0800A,0600P,GY,0,0,-,0,,,,,,,,,,,,,
1363749079,GNR5099,NY,PAS,07/09/2015,71,SUBN,FORD,P,13430,27530,29830,20160331,0084,84,301,355112,T301,0000,0325P,,K,F,177,ATLANTIC AVE,,0,408,C,,BBBBBBB,ALL,ALL,BLACK,0,2014,-,0,,,,,,,,,,,,,
1363749092,GRE2885,NY,PAS,07/09/2015,71,SUBN,DODGE,P,13430,48830,27530,20150930,0084,84,301,355112,T301,0000,0335P,,K,F,151,ATLANTIC AVE,,0,408,D,,BBBBBBB,ALL,ALL,BLACK,0,2014,-,0,,,,,,,,,,,,,
1363749109,GNW4020,NY,PAS,07/09/2015,38,SDN,HYUND,P,53830,48830,77230,20160408,0084,84,301,355112,T301,0000,0400P,,K,O,131,JORALEMON ST,,0,408,J6,,YYYYYBB,0800A,0700P,WHITE,0,2014,-,0,,,,,,,,,,,,,
1363749110,R47EZE,NJ,PAS,07/09/2015,37,SUBN,JEEP,P,56530,27530,29830,0,0084,84,301,355112,T301,0000,0409P,0340P,K,O,62,LIVINGSTON ST,,0,408,I4,,YYYYYYB,0900A,0700P,BLACK,0,0,-,0,,,,,,,,,,,,,
1306790360,GJA9412,NY,PAS,06/20/2015,21,SDN,VOLKS,S,25240,35780,13240,20150823,107,107,0,554321,QN08,0000,0817A,,Q,F,61-44,188 ST,,0,408,D1,,YYYYYYB,08 0A,08 3A,WHITE,0,2013,-,0,,,,,,,,,,,,,
1306790463,GES6271,NY,PAS,06/18/2015,21,SDN,KIA,S,50190,23290,58590,20170109,107,107,0,554321,QN08,0000,0838A,,Q,F,150-03,HOOVER AVE,,0,408,D1,,BBYBBBB,08 3A,10 0A,GRAY,0,2010,-,0,,,,,,,,,,,,,
1306790487,GYL7166,NY,PAS,06/20/2015,21,SDN,HYUND,S,65590,65690,24940,20170506,107,107,0,554321,QN08,0000,,,,,,,,0,0,,,,,,,,0,,0,,,,,,,,,,,,,
1306791560,GYK5422,NY,PAS,06/19/2015,21,SUBN,HONDA,S,61390,45790,54580,20170609,109,109,0,535068,QE07,0000,0736A,,Q,F,133-38,SANFORD AVE,,0,408,D1,,YYBBYBB,07 3A,08 0A,SILVE,0,2014,-,0,,,,,,,,,,,,,
1306791571,GXT6711,NY,PAS,06/19/2015,21,SDN,INFIN,S,61390,45790,54580,20150620,109,109,0,535068,QE07,0000,0737A,,Q,F,133-38,SANFORD AVE,,0,408,D1,,YYYYYYB,07 3A,08 0A,BLACK,0,2011,-,0,,,,,,,,,,,,,
1306791583,GFW5633,NY,PAS,06/19/2015,21,SUBN,TOYOT,S,54790,54580,52390,20150812,109,109,0,535068,QE07,0000,0740A,,Q,F,136-24,MAPLE AVE,,0,408,D1,,YYYYYYB,07 3A,08 0A,BLUE,0,2006,-,0,,,,,,,,,,,,,
1306791613,GXB5651,NY,PAS,06/19/2015,21,SDN,VOLKS,S,35590,54550,58590,20170416,109,109,0,535068,QE07,0000,0906A,,Q,F,143-63,BEECH AVE,,0,408,D1,,BBBBYBB,09 0A,10 3A,BLACK,0,2008,-,0,,,,,,,,,,,,,
1306791625,GNY4289,NY,PAS,06/19/2015,21,SUBN,INFIN,S,65490,40404,40404,20160729,109,109,0,535068,QE07,0000,0908A,,Q,O,140-32,UNION ST,,0,408,D1,,BBBBYBB,09 0A,10 3A,WHITE,0,2011,-,0,,,,,,,,,,,,,
1306791698,GNB6521,NY,PAS,06/19/2015,21,SDN,TOYOT,S,23190,8990,61090,20160605,109,109,0,535068,QE07,0000,1109A,,Q,F,38-15,149 ST,,0,408,D1,,BBBBYBB,11 0A,12 3P,RED,0,2009,-,0,,,,,,,,,,,,,
1306834326,GEH4816,NY,PAS,06/11/2015,21,SDN,LEXUS,S,28830,13830,29630,20170210,0070,70,0,544672,BK14,0000,0243A,,K,O,673,CONEY ISLAND AVE,,0,408,D1,,BYBYBBY,12 0A,03 0A,RED,0,2014,-,0,,,,,,,,,,,,,
1307574178,GVC1820,NY,PAS,06/24/2015,98,SDN,INFIN,P,20490,9540,9690,20170108,110,110,169,933708,0169,0000,0754P,,NY,F,41 21,111 ST,,0,408,F2,,BBBBBBB,ALL,ALL,BLK,0,2004,-,0,,,,,,,,,,,,,
1307580452,T456071C,NY,OMT,06/30/2015,20,SDN,TOYOT,P,61090,14,21690,20150630,110,110,169,933692,0169,0000,0820P,0819P,Q,O,120-01,ROOSEVELT AVE,,0,408,E5,,BBBBBBB,ALL,ALL,BK,0,2014,-,0,,,,,,,,,,,,,
1307897680,GFM4857,NY,PAS,06/18/2015,46,SDN,HONDA,X,0,0,0,20170304,0034,34,1,160299,0001,0000,1206P,,,F,505,E 158 ST,,0,408,C4,,BBBBBBB,ALL,ALL,RED,0,2010,-,0,,,,,,,,,,,,,
1307935187,VEX5258,VA,PAS,07/09/2015,67,SDN,LEXUS,K,30620,29450,11510,20150709,0001,1,1,160434,0001,0000,0114A,,NY,F,215,SOUTH END AVE,,0,408,C,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,,,,,,,,,
1307946860,MX22LE,NJ,PAS,06/14/2015,14,SDN,TOYOT,X,30632,0,0,0,0005,5,1,160285,0001,0000,1156A,,NY,O,,PIER 36,S/O MONTGOMERY,0,408,F1,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,,,,,,,,,
1307947396,XU878U,NJ,PAS,06/26/2015,51,,FORD,K,24053,20490,0,0,0007,7,1,160229,0001,0000,0153P,,NY,F,1141,EAST RIVER PARK,FDR DRIVE,0,408,F3,,BBBBBBB,0  :,0  :,BLUE,0,0,-,0,,,,,,,,,,,,,
1307967322,GHU1396,NY,PAS,07/05/2015,14,P-U,DODGE,K,91630,83630,20030,20170624,0060,60,4,160253,0004,0000,0405P,,K,F,3026,W 25 ST,,0,408,F7,,BBBBBBB,ALL,ALL,WHI,0,2014,-,0,,,,,,,,,,,,,
1307967334,GDE4898,NY,PAS,07/05/2015,14,SUBN,HONDA,K,91630,83630,20030,20170217,0060,60,4,160257,0004,0000,0409P,,K,F,3026,W 25 ST,,0,408,C,,BBBBBBB,ALL,ALL,GRAY,0,2005,-,0,,,,,,,,,,,,,
1308404440,GXT6332,NY,PAS,06/18/2015,24,SUBN,CHEVR,H,10010,18910,18950,20150517,0023,23,0,97610,0000,0000,0214P,,NY,F,1901,1 AVE,,0,408,D5,,BBBBBBB,0  :,0  :,BLK,0,2016,-,0,,,,,,,,,,,,,
1309303265,HGB2254,PA,PAS,06/14/2015,40,SDN,NISSA,P,85930,54100,52130,0,0083,83,83,946155,0083,0000,0525P,,K,F,327,TROUTMAN ST,,0,408,E2,,BBBBBBB,ALL,ALL,BLACK,0,0,-,1,,,,,,,,,,,,,
1309303307,HPP2878,PA,PAS,06/10/2015,40,SDN,DODGE,P,54100,19930,60230,0,0083,83,83,951004,0083,0000,0612P,,K,F,480,KNICKERBOCKER AVE,,0,408,J2,,BBBBBBB,ALL,ALL,BLUE,0,0,-,0,,,,,,,,,,,,,
1309303319,HHS3636,PA,PAS,06/10/2015,74,VAN,,P,81230,25330,93530,0,0083,83,83,951004,0083,0000,0632P,,K,F,44,STARR ST,,0,408,E2,,BBBBBBB,ALL,ALL,GREEN,0,0,-,0,,,,,,,,,,,,,
1309303332,GHE7011,PA,PAS,06/10/2015,74,SDN,HONDA,P,0,0,0,0,0083,83,83,951004,0083,0000,,,,,,,,0,0,,,,,,,,0,,0,,,,,,,,,,,,,
1310567906,Z24FAD,NJ,PAS,06/21/2015,40,SDN,SUBAR,P,83730,60930,56930,20170331,0075,75,75,900725,0075,0000,0737P,,K,F,1140,SUTTER AVENUE,,0,408,E3,,BBBBBBB,ALL,0  :A,RED,0,0,-,0,,,,,,,,,,,,,
1310567920,GXC1151,NY,PAS,06/28/2015,98,SUBN,MAZDA,P,61030,12830,42730,20170211,0075,75,75,900725,0075,0000,0830P,,K,O,133,MILLER AVENUE,,0,408,J2,,BBBBBBB,ALL,ALL,GREY,0,2004,-,0,,,,,,,,,,,,,
1310573062,GKM6798,NY,PAS,06/28/2015,46,SDN,NISSA,P,49830,61030,23630,20151218,0075,75,75,950170,0075,0000,0950P,,K,F,220,HIGHLAND BLVD,,0,408,F1,,BBBBBBB,ALL,ALL,GREY,0,2011,-,0,,,,,,,,,,,,,
1310574911,RE46439,99,PAS,06/23/2015,66,,,X,81050,0,0,0,0075,75,75,950042,0075,0000,0654P,0633P,K,F,,STANLEY,MONTAUK,20150623,408,J6,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,,,,,,,,,
1310574923,RE46439,99,PAS,06/23/2015,80,,,P,81050,0,0,0,0075,75,75,950042,0075,0000,0654P,0653P,K,,,STANLEY,MONTAUK,20150623,408,E2,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,,,,,,,,,
1310574935,J2821W,99,999,06/23/2015,66,TRLR,,X,81050,60930,56930,0,0075,75,75,960357,0075,0000,0701P,,K,O,1014,STANLEY,,0,408,K4,,BBBBBBB,ALL,ALL,SILVE,0,0,-,0,,,,,,,,,,,,,
1310574947,J2821W,ON,PAS,06/23/2015,80,TRLR,,X,81050,60930,56930,0,0075,75,75,930357,0075,0000,0701P,,K,O,1014,STANLEY,,0,408,K4,,BBBBBBB,ALL,ALL,SILVE,0,0,-,0,,,,,,,,,,,,,
1312885129,GUZ8771,NY,PAS,07/10/2015,40,SUBN,HONDA,P,0,0,0,20170226,0046,46,46,927827,0046,0000,1149P,,BX,,,E 176 STREET,CHYRSITE,0,408,F7,,BBBBBBB,ALL,ALL,WHITE,0,2006,-,4,,,,,,,,,,,,,
1314436818,T657276C,NY,999,06/17/2015,19,SDN,LINCO,M,37290,15640,15790,0,115,115,0,0,0000,0000,1225P,1225P,Q,F,74-26,BWAY,,20150617,408,E1,,BBBBBBB,0  :,0  :,GREEN,0,0,-,0,,,,,,,,,,,,,
1314448961,T665290C,NY,999,06/18/2015,19,SDN,TOYOT,M,9740,7640,50990,0,108,108,0,0,0000,0000,0138P,0136P,Q,F,28-02,42 RD,,20150618,408,C3,,BBBBBBB,0  :,0  :,RED,0,0,-,0,,,,,,,,,,,,,
1314458358,T653108C,NY,OMT,06/17/2015,10,SDN,TOYOT,M,0,40404,40404,0,109,109,0,0,0000,0000,0728P,,Q,F,135-46,ROOOSELVELT AVE,,0,408,F1,,BBBBBBB,ALL,ALL,GREEN,0,0,-,0,,,,,,,,,,,,,
1314458360,T667390C,NY,OMT,06/17/2015,10,SUBN,TOYOT,M,61090,59590,54580,0,109,109,0,0,0000,0000,0727A,,Q,F,135-46,ROOSEVELT AVE,,0,408,B,,BBBBBBB,ALL,ALL,GREEN,0,0,-,0,,,,,,,,,,,,,
1314458371,T664579C,NY,OMT,06/17/2015,10,SDN,TOYOT,M,0,40404,40404,0,109,109,0,0,0000,0000,0730P,,Q,F,135-46,ROOSELVELT AVE,,0,408,B,,BBBBBBB,ALL,ALL,GREEN,0,0,-,0,,,,,,,,,,,,,
1314458383,T667413C,NY,OMT,06/23/2015,14,SUBN,TOYOT,M,61090,59590,54580,20160131,109,109,0,0,0000,0000,1150A,,Q,F,135-45,ROOSEVELT AVE,,0,408,C3,,BBBBBBB,0  :,0  :,GREEN,0,2014,-,0,,,,,,,,,,,,,
1314458413,T645448C,NY,OMT,06/23/2015,10,SUBN,FORD,M,61090,59590,54580,0,109,109,0,0,0000,0000,1224P,,Q,F,135-46,ROOSEVELT AVE,,0,408,C3,,BBBBBBB,0  :,0  :,GREEN,0,0,-,0,,,,,,,,,,,,,
1314458425,T667413,NY,OMT,06/26/2015,10,SUBN,TOYOT,M,61090,59590,54580,0,109,109,0,0,0000,0000,1155A,,Q,F,135-46,ROOSEVELT AVE,,0,408,B,,BBBBBBB,0  :,0  :,GREEN,0,0,-,0,,,,,,,,,,,,,
1314458449,GNY4226,NY,PAS,06/25/2015,14,SDN,TOYOT,M,65490,9140,61090,20160723,109,109,0,0,0000,0000,1052A,,Q,F,39-15,UNION ST,,0,408,C3,,BBBBBBB,0  :,0  :,WHITE,0,2012,-,0,,,,,,,,,,,,,
1314458462,T641072,NY,OMT,06/26/2015,10,SDN,TOYOT,M,61090,59590,54580,0,109,109,0,0,0000,0000,1158A,,Q,F,135-46,ROOSEVELT AVE,,0,408,C3,,BBBBBBB,0  :,0  :,GREEN,0,0,-,0,,,,,,,,,,,,,
1314458498,IC2437,CA,PAS,07/14/2015,19,TRLR,MERCU,X,18710,25390,27790,0,0019,19,0,0,0000,0000,0656A,,Q,O,55,E 86 ST,,0,408,C3,,BBBBBBB,0  :,0  :,WHITE,0,0,-,0,,,,,,,,,,,,,
1314458530,T651326C,NY,OMT,06/27/2015,10,SUBN,TOYOT,M,61090,59590,54580,20160228,109,109,0,0,0000,0000,0815A,,Q,F,135-46,ROOSEVELT AVE,,0,408,B,,BBBBBBB,0  :,0  :,GREEN,0,2014,-,0,,,,,,,,,,,,,
1314458553,T645448C,NY,OMT,06/23/2015,10,SUBN,FORD,M,61090,59590,54580,0,109,109,0,0,0000,0000,1208P,,Q,F,135-46,ROOSEVELT AVE,,0,408,C3,,BBBBBBB,0  :,0  :,GREEN,0,0,-,0,,,,,,,,,,,,,
1314458565,T463381C,NY,OMT,06/23/2015,10,SDN,TOYOT,M,61090,59590,54580,0,109,109,0,0,0000,0000,1208P,,Q,F,135-46,ROOSEVELT AVE,,0,408,B,,BBBBBBB,0  :,0  :,GREEN,0,0,-,0,,,,,,,,,,,,,
1314458863,T655483C,NY,999,06/24/2015,19,,,X,0,40404,40404,0,,0,0,0,RM10,0000,1240P,,,F,,Q 11 BUS STOP QBLVD,,0,408,C3,,BBBBBBB,0  :,0  :,,0,0,-,0,,,,,,,,,,,,,
1314458905,T667390C,NY,999,07/09/2015,10,SDN,,X,61090,59590,54580,0,109,109,0,0,0000,0000,1243P,,Q,F,135-50,ROOSEVELT AVE,,0,408,C,,BBBBBBB,0  :,0  :,GREEN,0,0,-,0,,,,,,,,,,,,,
1314458966,T521893C,NY,OMT,06/16/2015,10,SDN,LINCO,M,0,40404,40404,0,109,109,0,0,0000,0000,0924A,,Q,F,135-46,ROOSEVLET AVE,,0,408,C,,BBBBBBB,ALL,ALL,GREEN,0,0,-,0,,,,,,,,,,,,,
1314459363,T614959C,NY,OMT,06/16/2015,19,SUBN,TOYOT,M,0,0,0,0,109,109,0,0,0000,0000,0905A,,Q,F,135-35,,,0,408,B,,BBBBBBB,ALL,0  :A,GREEN,0,0,-,0,,,,,,,,,,,,,
1314459508,T508279C,NY,OMT,06/16/2015,19,SUBN,TOYOT,M,61090,59590,54580,0,109,109,0,0,0000,0000,0000A,,Q,F,135-46,ROOSEVELT AVE,,0,408,C3,,BBBBBBB,ALL,ALL,GREEN,0,0,-,0,,,,,,,,,,,,,
1314459510,T614959C,NY,OMT,06/16/2015,19,SUBN,,M,61090,59590,54580,0,109,109,0,0,0000,0000,0904A,,Q,F,135-35,ROOSEVELT AVE,,0,408,C3,,BBBBBBB,ALL,ALL,GREEN,0,0,-,0,,,,,,,,,,,,,
1314459661,T658007C,NY,999,06/24/2015,19,TAXI,HAB,X,0,40404,40404,0,,0,0,0,RM10,0000,0209P,,,F,,Q 60 BUS STOP / QUEE,,0,408,B,,BBBBBBB,0  :,0  :,GREEN,0,0,-,0,,,,,,,,,,,,,
1314459685,T66810C,NY,COM,06/24/2015,19,SUBN,,X,0,40404,40404,0,,0,0,0,RM10,0000,0248P,,,F,,Q 11 BUS STOP QUEENS,,0,408,C3,,BBBBBBB,0  :,0  :,GREEN,0,0,-,0,,,,,,,,,,,,,
1314459727,GEB3717,NY,PAS,07/14/2015,14,FOUR,TOYOT,X,9140,54580,0,20161227,109,109,0,0,RM10,0000,1232P,,NY,F,,39TH AVE,MAIN ST,0,408,C3,,BBBBBBB,0  :,0  :,RED,0,2009,-,0,,,,,,,,,,,,,
1314459740,T619470C,NY,PAS,07/15/2015,19,TAXI,,X,15785,0,0,20150715,112,112,0,0,RM10,0000,0553P,,NY,F,,QUEENS CENTER MALL,QS 3/B 5,0,408,C,,BBBBBBB,0  :,0  :,LIME,0,0,-,0,,,,,,,,,,,,,
1314583050,J65ARG,NJ,PAS,06/13/2015,19,SDN,NISSA,P,36270,11710,27390,0,0026,26,26,929608,0026,0000,0109A,,NY,F,507,WEST 125 ST,,0,408,K6,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,,,,,,,,,
1314583438,GGB4701,NY,PAS,06/17/2015,71,SDN,TOYOT,P,11710,26590,0,20170507,0026,26,26,941709,0026,0000,0324A,,NY,,,AMSTERDAM AVE,MORNINGSIDE DRIVE,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0,2013,-,0,,,,,,,,,,,,,
1314583440,GUV9308,NY,PAS,07/03/2015,46,SDN,CADIL,P,36270,11710,27390,20170305,0026,26,26,941709,0026,0000,1233A,,NY,F,515,W 125TH ST,,0,408,D,,BBBBBBB,ALL,ALL,WHT,0,2007,-,0,,,,,,,,,,,,,
1314584406,GVX6526,NY,PAS,06/24/2015,19,SUBN,TOYOT,X,36270,30850,11112,20170226,0026,26,26,950547,0026,0000,0010A,,NY,O,656,W 125 ST,,0,408,C,,BBBBBBB,ALL,ALL,GRY,0,2005,-,0,,,,,,,,,,,,,
1314584418,GYS9017,NY,PAS,06/25/2015,46,SUBN,CHEVR,P,36270,11710,27390,20170517,0026,26,26,950547,0026,0000,0100A,,NY,F,515,W 125 ST,,0,408,F1,,BBBBBBB,0  :,0  :,WHITE,0,1994,-,0,,,,,,,,,,,,,
1314584431,JUT3434,PA,PAS,06/26/2015,40,SDN,ACURA,P,11710,36390,36430,20160331,0026,26,26,950547,0026,0000,0150A,,NY,F,1473,AMSTERDAM AVE,,0,408,F1,,BBBBBBB,0  :,0  :,WHITE,0,0,-,0,,,,,,,,,,,,,
1314584479,GJE6494,NY,999,07/05/2015,46,SDN,DODGE,P,36270,11710,27390,20150731,0026,26,26,944339,0026,0000,1205A,,NY,F,511,W 125TH ST,,0,408,F1,,BBBBBBB,ALL,ALL,BLACK,0,2013,-,0,,,,,,,,,,,,,
1314584492,GNB1485,NY,PAS,06/21/2015,40,SUBN,,P,36270,13113,11710,20160506,0026,26,26,944339,0026,0000,0118A,,NY,O,445,W 125 STREET,,0,408,K6,,BBBBBBB,ALL,ALL,WHITE,0,0,-,2,,,,,,,,,,,,,
1314857472,GYH6423,NY,PAS,07/09/2015,40,SDN,AUDI,P,27030,72720,52120,20150811,0046,46,46,942568,0046,0000,0806P,,BX,F,55,E 179 ST,,0,408,F7,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,,,,,,,,,
1314986557,WUL9257,VA,PAS,06/24/2015,98,VAN,FORD,P,54804,41750,25908,0,122,122,122,920506,0122,0000,0900P,,R,F,12,WENTWORTH AVE,,0,408,J6,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,,,,,,,,,
1318809137,G76ESV,NJ,PAS,07/12/2015,24,SUBN,CHRYS,P,0,40404,40404,0,0069,69,801,953480,0801,0000,0320A,0315A,,F,2045,ROCKAWAY,,20150712,408,E2,,BBBBBBB,ALL,ALL,TN,0,0,-,0,,,,,,,,,,,,,
1318810760,GWM3021,NY,PAS,06/20/2015,71,SDN,NISSA,X,75970,38185,38190,20170219,0069,69,801,953932,0801,0000,0355P,,K,F,101-24,SEAVIEW AVE,,0,408,F1,,BBBBBBB,ALL,0  :A,BK,0,1998,-,0,,,,,,,,,,,,,
1318810772,GMU2629,NY,PAS,07/15/2015,14,SDN,TOYOT,P,77030,10920,38190,20160501,0069,69,801,953932,0801,0000,0643P,,K,O,5905,SHORE PKWY,,0,408,D4,,BBBBBBB,ALL,ALL,TAN,0,1997,-,0,,,,,,,,,,,,,
1318810980,VDG4752,VA,PAS,06/20/2015,46,SDN,TOYOT,X,77030,10920,38190,0,0069,69,801,954165,0801,0000,0407P,,K,F,5995,SHORE PKWY,,0,408,J6,,BBBBBBB,ALL,ALL,RD,0,0,-,0,,,,,,,,,,,,,
1318810991,GKR3538,NY,PAS,06/28/2015,71,SUBN,FORD,P,77030,10920,38190,20160410,0069,69,801,954165,0801,0000,0810P,,K,F,5955,SHORE PKWY,,0,408,F2,,BBBBBBB,ALL,ALL,GY,0,2003,-,0,,,,,,,,,,,,,
1318812938,GMU3188,NY,PAS,06/22/2015,74,SUBN,FORD,X,40230,37380,37430,20160418,0063,63,801,950475,0801,0000,0250A,,K,F,5816,FARRAGUT RD,,0,408,F1,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,,,,,,,,,
1318813918,GZZ8601,NY,999,07/12/2015,74,SDN,LEXUS,P,51030,89530,15180,20150804,0076,76,801,951126,0801,0000,0220A,,K,F,195,HOYT ST,,0,408,D5,,BBBBBBB,ALL,ALL,BLUE,0,2006,-,0,,,,,,,,,,,,,
1318813931,YTM2545,PA,PAS,06/19/2015,20,,CHRV,X,20530,15180,24230,0,0076,76,801,951126,0801,0000,1057P,,K,F,217,BOND ST,,0,408,J6,,BBBBBBB,ALL,ALL,RED,0,0,-,0,,,,,,,,,,,,,
1318813967,GTJ4472,NY,PAS,06/21/2015,71,SUBN,MAZDA,X,92930,81050,44430,20161116,0069,69,801,951126,0801,0000,1035P,,K,F,874,WILLIAMS AVE,,0,408,D,,BBBBBBB,ALL,ALL,GREY,0,2001,-,0,,,,,,,,,,,,,
1318813979,GRP2683,NY,PAS,07/07/2015,71,SDN,INFIN,P,38250,44430,41030,20160521,0069,69,801,951126,0801,0000,0136A,,K,F,712,E 108TH ST,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,2011,-,0,,,,,,,,,,,,,
1318871566,V052MU,FL,PAS,07/10/2015,98,SDN,TOYOT,P,35280,33530,32930,20150731,0070,70,70,899395,0070,0000,0608P,,K,F,457,STRATFORD RD,,0,408,D,,BBBBBBB,ALL,ALL,RED,0,0,-,0,,,,,,,,,,,,,
1319188308,GMR7290,NY,PAS,07/08/2015,21,SDN,BMW,S,11440,65990,61590,20170127,110,110,0,535065,SI02,0000,1150A,,Q,F,86-40,55TH AVE,,0,408,D1,,BBYBBBB,1130A,0100P,GREEN,0,2001,-,0,,,,,,,,,,,,,
1319188310,GNX5022,NY,PAS,07/08/2015,21,SDN,HONDA,S,61590,11440,11540,20160519,110,110,0,535065,SI02,0000,1200P,,Q,O,55-05,SEABURY ST,,0,408,D1,,BBYBBBB,1130A,0100P,RED,0,1999,-,0,,,,,,,,,,,,,
1320714961,GKZ5585,NY,PAS,06/28/2015,14,VAN,DODGE,X,0,40404,40404,20151105,0044,44,44,949458,0044,0000,0140A,,BX,F,1677,E BURN,,0,408,E2,,BBBBBBB,ALL,ALL,RED,0,2001,-,0,,,,,,,,,,,,,
1320808591,GMH3702,NY,PAS,06/18/2015,46,SUBN,DODGE,X,65120,15920,34020,20160304,0043,43,826,952657,0826,0000,0855P,,BX,O,1020,SOUNDVIEW AVE,,0,408,J6,,BBBBBBB,ALL,ALL,BLACK,0,2009,-,0,,,,,,,,,,,,,
1320808608,GZH1482,NY,PAS,06/18/2015,46,SUBN,FORD,X,65120,15920,34020,20170607,0043,43,826,952657,0826,0000,,,,,,,,0,0,,,,,,,,0,,0,,,,,,,,,,,,,
1320808610,GTL8108,NY,PAS,06/22/2015,46,SDN,HONDA,P,65120,15920,34020,20160822,0043,43,826,955547,0826,0000,0820P,,BX,F,1010,SOUNDVIEW AVE,,0,408,E2,,BBBBBBB,ALL,ALL,SILVE,0,2009,-,0,,,,,,,,,,,,,
1320808621,GGZ4399,NY,PAS,06/18/2015,46,SDN,INFIN,X,65120,15920,34020,20160123,0043,43,826,955547,0826,0000,,,,,,,,0,0,,,,,,,,0,,0,,,,,,,,,,,,,
1320808645,GPR4714,NY,PAS,06/22/2015,20,SUBN,BUICK,P,73420,50720,34020,20160619,0043,43,826,954877,0826,0000,1155P,,BX,O,1670,WATSON AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,2004,-,0,,,,,,,,,,,,,
1320808669,GHN8961,NY,PAS,06/22/2015,46,SDN,CHEVR,P,65120,15920,34020,20150822,0043,43,826,955597,0826,0000,0850P,,BX,F,1020,SOUNDVIEW AVE,,0,408,D,,BBBBBBB,ALL,ALL,GREEN,0,1996,-,0,,,,,,,,,,,,,
1320808670,GAC5359,NY,PAS,06/28/2015,46,SUBN,TOYOT,P,65120,15920,34020,20150628,0043,43,826,951700,0826,0000,1035P,,BX,F,1001,SOUNDVIEW AV,,0,408,F1,,BBBBBBB,ALL,ALL,GREY,0,2012,-,0,,,,,,,,,,,,,
